Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
lp-vo253,"Wandcontactdoos met USB-lader 3,4A, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>USB</td><td>2x USB-A, 3,4 A totaal</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO253,81.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo253-1-l.webp,1,active
lp-vo254,"Wandcontactdoos met randaarde, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO254,11.15,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo254-1-l.webp,1,active
lp-vo255,"Wandcontactdoos met randaarde, bruin, set van 10","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO255,105.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo255-1-l.webp,1,active
lp-vo256,"Wandcontactdoos met randaarde met klapdeksel, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO256,14.15,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo256-1-l.webp,1,active
lp-vo257,"Wandcontactdoos met randaarde met klapdeksel, bruin, set van 10","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Veerklem, snelle montage</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Veerklem (snelaansluiting)</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO257,129.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo257-1-l.webp,1,active
lp-vo258,"Dubbele wandcontactdoos zonder randaarde, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO258,13.75,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo258-1-l.webp,1,active
lp-vo259,"Dubbele wandcontactdoos met randaarde, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO259,18.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo259-1-l.webp,1,active
lp-vo260,"Wandcontactdoos zonder randaarde, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO260,8.45,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo260-1-l.webp,1,active
lp-vo261,"Wandcontactdoos met randaarde, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO261,9.09,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo261-1-l.webp,1,active
lp-vo262,"Wandcontactdoos met randaarde met klapdeksel, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-VO262,13.35,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo262-1-l.webp,1,active
lp-vo263,"Draadloze schakelset, zender en ontvanger, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Draadloos schakelen",TRUE,Title,Default Title,LP-VO263,145.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo263-1-l.webp,1,active
lp-vo264,"Draaidimmer 40-400W, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>40-400W (gloei/halogeen)</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Dimmers",TRUE,Title,Default Title,LP-VO264,71.19,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo264-1-l.webp,1,active
lp-vo264,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo264-2-l.webp,2,
lp-vo265,"LED-draaidimmer 3-100W, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>LED 3-100W</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Dimmers",TRUE,Title,Default Title,LP-VO265,90.79,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo265-1-l.webp,1,active
lp-vo266,"LED-draaidimmer fase-aan/afsnijding 3-100W, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>LED 3-100W</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Dimmers",TRUE,Title,Default Title,LP-VO266,125.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo266-1-l.webp,1,active
lp-vo267,"LED-draaidimmer 5-200W, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>LED 5-200W</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Dimmers",TRUE,Title,Default Title,LP-VO267,159.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo267-1-l.webp,1,active
lp-vo267,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo267-2-l.webp,2,
lp-vo268,"Netwerkaansluiting RJ45 CAT6, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO268,16.69,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo268-1-l.webp,1,active
lp-vo268,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo268-2-l.webp,2,
lp-vo269,"Netwerkaansluiting RJ45 CAT6, bruin, set van 10","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO269,159.00,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo269-1-l.webp,1,active
lp-vo269,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo269-2-l.webp,2,
lp-vo270,"Netwerkaansluiting 2x RJ45 CAT6, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO270,26.65,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo270-1-l.webp,1,active
lp-vo270,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo270-2-l.webp,2,
lp-vo270,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo270-3-l.webp,3,
lp-vo271,"Afdekplaat 1x RJ45 keystone, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO271,11.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo271-1-l.webp,1,active
lp-vo271,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo271-2-l.webp,2,
lp-vo272,"Afdekplaat 2x RJ45 keystone, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO272,11.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo272-1-l.webp,1,active
lp-vo272,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo272-2-l.webp,2,
lp-vo273,"Afdekplaat 1x RJ45 keystone, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO273,11.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo273-1-l.webp,1,active
lp-vo273,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo273-2-l.webp,2,
lp-vo274,"Afdekplaat 2x RJ45 keystone, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO274,11.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo274-1-l.webp,1,active
lp-vo274,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo274-2-l.webp,2,
lp-vo275,"TV-aansluiting F-connector, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Data en media",TRUE,Title,Default Title,LP-VO275,11.25,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo275-1-l.webp,1,active
lp-vo276,"Blindplaat, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Standaard Europese maatvoering</li><li>Direct uit voorraad</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Afwerking",TRUE,Title,Default Title,LP-VO276,6.69,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo276-1-l.webp,1,active
lp-vo276,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-vo276-2-l.webp,2,
lp-vo277,"Opbouwdoos 1-voudig, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Standaard Europese maatvoering</li><li>Direct uit voorraad</li></ul><h3>Specificaties</h3><table><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Opbouwdozen",TRUE,Title,Default Title,LP-VO277,7.19,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo277-1-l.webp,1,active
lp-vo278,"Opbouwdoos 2-voudig, bruin","<p>Schakelmateriaal met een tijdloos design en ruime keuze in afwerkingen, van wit en zand tot antraciet, metallic, glas en hout. Mechanismen en afdekramen apart leverbaar zodat u per project combineert. CE-gecertificeerd, geschikt voor de standaard Europese inbouwdoos.</p><ul><li>CE-gecertificeerd</li><li>Standaard Europese maatvoering</li><li>Direct uit voorraad</li></ul><h3>Specificaties</h3><table><tr><td>Kleur</td><td>bruin</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,VOLTA,"VOLTA,B2B,Opbouwdozen",TRUE,Title,Default Title,LP-VO278,9.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-vo278-1-l.webp,1,active
